Transaction ID,Date,Customer ID,Country,Gender,Age,Product Category,Quantity,Price per Unit,Order Status
334,11/30/2022,CUST334,Italy,Male,33,Electronics,8,125,Completed
335,12/1/2022,CUST335,Poland,Female,21,Beauty,7,32,Completed
336,12/2/2022,CUST336,Brazil,Female,50,Clothing,2,77,Cancelled
337,12/3/2022,CUST337,Turkey,Male,30,Clothing,8,84,Completed
338,12/4/2022,CUST338,India,Female,39,Beauty,1,132,Completed
339,12/5/2022,CUST339,Brazil,Female,53,Beauty,11,29,Completed
340,12/6/2022,CUST340,Italy,Female,37,Electronics,12,127,Cancelled
341,12/7/2022,CUST341,Mexico,Female,24,Electronics,9,30,Completed
342,12/8/2022,CUST342,India,Male,48,Clothing,9,133,Completed
343,12/9/2022,CUST343,Bangladesh,Male,56,Electronics,2,140,Completed
344,12/10/2022,CUST344,Malaysia,Female,49,Electronics,7,118,Completed
345,12/11/2022,CUST345,Bangladesh,Male,23,Electronics,15,71,Completed
346,12/12/2022,CUST346,United Kingdom,Male,24,Electronics,14,123,Completed
347,12/13/2022,CUST347,Turkey,Female,42,Beauty,10,79,Cancelled
348,12/14/2022,CUST348,Germany,Male,46,Beauty,3,76,Completed
349,12/15/2022,CUST349,Japan,Male,36,Electronics,7,168,Completed
350,12/16/2022,CUST350,France,Male,42,Beauty,12,37,Completed
351,12/17/2022,CUST351,Vietnam,Male,52,Beauty,10,138,Completed
352,12/18/2022,CUST352,China,Female,50,Electronics,9,148,Completed
353,12/19/2022,CUST353,Mexico,Male,53,Clothing,4,130,Completed
354,12/20/2022,CUST354,Germany,Male,59,Beauty,12,171,Completed
355,12/21/2022,CUST355,Thailand,Male,52,Beauty,1,169,Completed
356,12/22/2022,CUST356,Bangladesh,Female,41,Clothing,2,144,Completed
357,12/23/2022,CUST357,Brazil,Male,42,Clothing,1,87,Completed
358,12/24/2022,CUST358,Mexico,Male,40,Beauty,14,43,Completed
359,12/25/2022,CUST359,Indonesia,Male,37,Clothing,12,116,Completed
360,12/26/2022,CUST360,Italy,Female,47,Electronics,5,82,Completed
361,12/27/2022,CUST361,Poland,Female,60,Electronics,5,114,Completed
362,12/28/2022,CUST362,Mexico,Female,49,Clothing,11,141,Completed
363,12/29/2022,CUST363,China,Female,33,Electronics,7,86,Completed
364,12/30/2022,CUST364,USA,Female,46,Beauty,9,47,Cancelled
365,12/31/2022,CUST365,Mexico,Male,52,Beauty,9,151,Completed
366,1/1/2023,CUST366,Mexico,Male,26,Beauty,3,161,Completed
367,1/2/2023,CUST367,Italy,Female,57,Beauty,3,164,Completed
368,1/3/2023,CUST368,USA,Female,24,Beauty,3,153,Completed
369,1/4/2023,CUST369,Philippines,Female,62,Clothing,4,82,Completed
370,1/5/2023,CUST370,Germany,Female,42,Clothing,8,146,Completed
371,1/6/2023,CUST371,Germany,Female,38,Electronics,6,25,Completed
372,1/7/2023,CUST372,South Korea,Male,29,Electronics,8,58,Completed
373,1/8/2023,CUST373,United Kingdom,Male,27,Electronics,1,120,Completed
374,1/9/2023,CUST374,Philippines,Male,24,Clothing,8,150,Completed
375,1/10/2023,CUST375,China,Female,64,Beauty,4,142,Cancelled
376,1/11/2023,CUST376,Thailand,Female,34,Clothing,11,72,Completed
377,1/12/2023,CUST377,France,Female,35,Electronics,1,113,Completed
378,1/13/2023,CUST378,China,Male,44,Clothing,8,141,Completed
379,1/14/2023,CUST379,Vietnam,Male,63,Clothing,4,153,Completed
380,1/15/2023,CUST380,Japan,Male,25,Clothing,6,40,Completed
381,1/16/2023,CUST381,Philippines,Male,23,Electronics,8,93,Completed
382,1/17/2023,CUST382,Indonesia,Female,55,Beauty,4,46,Completed
383,1/18/2023,CUST383,Mexico,Female,19,Beauty,14,117,Completed
384,1/19/2023,CUST384,Germany,Male,34,Clothing,3,100,Completed
385,1/20/2023,CUST385,Bangladesh,Male,26,Clothing,14,168,Completed
386,1/21/2023,CUST386,Brazil,Female,63,Electronics,9,110,Completed
387,1/22/2023,CUST387,China,Male,18,Clothing,3,53,Completed
388,1/23/2023,CUST388,USA,Female,43,Beauty,9,93,Completed
389,1/24/2023,CUST389,Malaysia,Female,32,Beauty,13,71,Completed
390,1/25/2023,CUST390,Poland,Female,40,Beauty,2,118,Completed
391,1/26/2023,CUST391,United Kingdom,Female,45,Beauty,14,168,Completed
392,1/27/2023,CUST392,Bangladesh,Female,32,Beauty,2,109,Completed
393,1/28/2023,CUST393,Vietnam,Male,62,Clothing,2,63,Completed
394,1/29/2023,CUST394,France,Female,22,Clothing,6,124,Completed
395,1/30/2023,CUST395,United Kingdom,Male,27,Beauty,3,57,Completed
396,1/31/2023,CUST396,China,Female,27,Electronics,13,125,Completed
397,2/1/2023,CUST397,Germany,Male,39,Clothing,9,47,Completed
398,2/2/2023,CUST398,Malaysia,Female,37,Electronics,4,34,Completed
399,2/3/2023,CUST399,Mexico,Male,22,Beauty,1,93,Completed
400,2/4/2023,CUST400,Indonesia,Female,34,Beauty,4,124,Completed
401,2/5/2023,CUST401,France,Male,49,Clothing,1,58,Completed
402,2/6/2023,CUST402,Thailand,Female,40,Beauty,14,162,Completed
403,2/7/2023,CUST403,Poland,Male,61,Clothing,5,171,Completed
404,2/8/2023,CUST404,Poland,Male,62,Beauty,4,120,Completed
405,2/9/2023,CUST405,United Kingdom,Male,29,Electronics,8,25,Completed
406,2/10/2023,CUST406,India,Male,35,Beauty,8,93,Completed
407,2/11/2023,CUST407,Brazil,Male,46,Beauty,7,28,Completed
408,2/12/2023,CUST408,Bangladesh,Male,56,Electronics,3,40,Completed
409,2/13/2023,CUST409,Brazil,Female,48,Electronics,1,48,Completed
410,2/14/2023,CUST410,Indonesia,Male,31,Electronics,1,104,Cancelled
411,2/15/2023,CUST411,Thailand,Female,24,Beauty,12,26,Completed
412,2/16/2023,CUST412,India,Female,25,Clothing,11,152,Completed
413,2/17/2023,CUST413,France,Female,55,Clothing,3,108,Completed
414,2/18/2023,CUST414,Philippines,Male,52,Beauty,6,164,Completed
415,2/19/2023,CUST415,Japan,Male,39,Clothing,7,148,Completed
416,2/20/2023,CUST416,Taiwan,Female,43,Beauty,6,57,Completed
417,2/21/2023,CUST417,Italy,Female,22,Clothing,14,125,Completed
418,2/22/2023,CUST418,Vietnam,Female,27,Clothing,14,36,Completed
419,2/23/2023,CUST419,Indonesia,Female,50,Beauty,6,91,Completed
420,2/24/2023,CUST420,Poland,Male,41,Beauty,6,89,Cancelled
421,2/25/2023,CUST421,Poland,Female,22,Clothing,13,98,Completed
422,2/26/2023,CUST422,Bangladesh,Female,37,Electronics,3,67,Completed
423,2/27/2023,CUST423,South Korea,Female,62,Electronics,6,68,Completed
424,2/28/2023,CUST424,Bangladesh,Female,44,Electronics,8,53,Completed
425,3/1/2023,CUST425,Malaysia,Female,62,Beauty,11,165,Completed
426,3/2/2023,CUST426,Germany,Male,58,Electronics,11,36,Completed
427,3/3/2023,CUST427,France,Male,42,Clothing,2,119,Completed
428,3/4/2023,CUST428,Vietnam,Female,60,Clothing,5,70,Completed
429,3/5/2023,CUST429,Vietnam,Male,57,Clothing,14,154,Completed
430,3/6/2023,CUST430,China,Female,34,Clothing,1,59,Cancelled
431,3/7/2023,CUST431,Germany,Male,61,Electronics,12,105,Completed
432,3/8/2023,CUST432,India,Female,63,Clothing,15,114,Completed
433,3/9/2023,CUST433,France,Female,36,Clothing,1,32,Completed
434,3/10/2023,CUST434,South Korea,Male,42,Clothing,5,117,Cancelled
435,3/11/2023,CUST435,Philippines,Male,37,Electronics,12,114,Completed
436,3/12/2023,CUST436,USA,Female,43,Beauty,13,139,Completed
437,3/13/2023,CUST437,USA,Female,62,Beauty,3,129,Completed
438,3/14/2023,CUST438,Philippines,Male,49,Beauty,4,159,Completed
439,3/15/2023,CUST439,Brazil,Female,41,Electronics,3,82,Completed
440,3/16/2023,CUST440,Japan,Female,38,Beauty,1,138,Completed
441,3/17/2023,CUST441,Italy,Female,31,Clothing,1,99,Completed
442,3/18/2023,CUST442,USA,Male,64,Electronics,12,144,Cancelled
443,3/19/2023,CUST443,Poland,Male,27,Beauty,12,45,Completed
444,3/20/2023,CUST444,Brazil,Male,53,Electronics,14,162,Completed
445,3/21/2023,CUST445,South Korea,Female,57,Clothing,13,125,Completed
446,3/22/2023,CUST446,Indonesia,Male,26,Beauty,14,123,Completed
447,3/23/2023,CUST447,Philippines,Female,61,Clothing,5,60,Completed
448,3/24/2023,CUST448,Italy,Female,46,Beauty,6,120,Completed
449,3/25/2023,CUST449,Thailand,Male,28,Clothing,3,175,Completed
450,3/26/2023,CUST450,Malaysia,Female,22,Clothing,12,61,Completed
451,3/27/2023,CUST451,Bangladesh,Female,24,Clothing,9,36,Completed
452,3/28/2023,CUST452,Taiwan,Female,49,Beauty,5,137,Completed
453,3/29/2023,CUST453,Turkey,Female,45,Beauty,8,37,Completed
454,3/30/2023,CUST454,Germany,Female,50,Electronics,13,47,Completed
455,3/31/2023,CUST455,Philippines,Female,24,Electronics,1,123,Completed
456,4/1/2023,CUST456,Germany,Male,36,Beauty,14,129,Completed
457,4/2/2023,CUST457,USA,Female,28,Clothing,5,54,Completed
458,4/3/2023,CUST458,Brazil,Female,32,Beauty,15,41,Completed
459,4/4/2023,CUST459,China,Female,40,Electronics,3,137,Completed
460,4/5/2023,CUST460,Italy,Male,19,Clothing,12,86,Completed
461,4/6/2023,CUST461,Vietnam,Female,40,Electronics,1,108,Completed
462,4/7/2023,CUST462,Mexico,Female,57,Clothing,4,136,Completed
463,4/8/2023,CUST463,France,Female,49,Electronics,15,110,Completed
464,4/9/2023,CUST464,Brazil,Male,23,Electronics,13,165,Completed
465,4/10/2023,CUST465,United Kingdom,Male,62,Beauty,5,43,Completed
466,4/11/2023,CUST466,Japan,Female,36,Clothing,7,124,Completed
467,4/12/2023,CUST467,Thailand,Female,34,Electronics,1,164,Completed
468,4/13/2023,CUST468,Turkey,Male,30,Beauty,3,171,Cancelled
469,4/14/2023,CUST469,Germany,Male,24,Beauty,2,100,Completed
470,4/15/2023,CUST470,Brazil,Female,60,Beauty,9,33,Completed
471,4/16/2023,CUST471,Germany,Female,39,Electronics,10,52,Completed
472,4/17/2023,CUST472,Philippines,Male,62,Electronics,15,152,Completed
473,4/18/2023,CUST473,Indonesia,Male,48,Beauty,6,76,Completed
474,4/19/2023,CUST474,Mexico,Male,27,Electronics,10,107,Completed
475,4/20/2023,CUST475,France,Male,64,Beauty,3,135,Completed
476,4/21/2023,CUST476,Mexico,Male,54,Clothing,8,168,Completed
477,4/22/2023,CUST477,Vietnam,Female,24,Electronics,14,141,Completed
478,4/23/2023,CUST478,United Kingdom,Female,42,Beauty,8,93,Completed
479,4/24/2023,CUST479,Italy,Female,56,Electronics,2,123,Completed
480,4/25/2023,CUST480,India,Female,49,Electronics,15,164,Completed
481,4/26/2023,CUST481,Germany,Female,27,Clothing,6,49,Completed
482,4/27/2023,CUST482,Germany,Male,56,Clothing,7,147,Completed
483,4/28/2023,CUST483,Taiwan,Female,40,Clothing,2,77,Completed
484,4/29/2023,CUST484,Brazil,Male,34,Clothing,15,175,Completed
485,4/30/2023,CUST485,Poland,Male,54,Clothing,11,168,Completed
486,5/1/2023,CUST486,United Kingdom,Male,57,Beauty,10,81,Cancelled
487,5/2/2023,CUST487,Brazil,Male,33,Clothing,2,63,Completed
488,5/3/2023,CUST488,Poland,Female,36,Beauty,10,133,Completed
489,5/4/2023,CUST489,China,Male,59,Beauty,1,66,Completed
490,5/5/2023,CUST490,Japan,Female,26,Clothing,8,166,Completed
491,5/6/2023,CUST491,India,Male,25,Beauty,1,146,Completed
492,5/7/2023,CUST492,China,Male,21,Electronics,9,157,Completed
493,5/8/2023,CUST493,USA,Male,29,Beauty,11,99,Completed
494,5/9/2023,CUST494,USA,Male,27,Electronics,6,170,Completed
495,5/10/2023,CUST495,Germany,Male,35,Beauty,7,100,Cancelled
496,5/11/2023,CUST496,Brazil,Male,35,Clothing,13,33,Cancelled
497,5/12/2023,CUST497,Bangladesh,Male,63,Clothing,10,98,Completed
498,5/13/2023,CUST498,France,Male,31,Beauty,7,169,Cancelled
499,5/14/2023,CUST499,Turkey,Female,32,Clothing,10,31,Completed
500,5/15/2023,CUST500,Mexico,Male,28,Electronics,3,165,Completed
501,5/16/2023,CUST501,Philippines,Male,64,Beauty,2,161,Completed
502,5/17/2023,CUST502,Vietnam,Male,33,Clothing,9,51,Completed
503,5/18/2023,CUST503,Vietnam,Female,53,Clothing,8,146,Completed
504,5/19/2023,CUST504,Poland,Female,28,Clothing,13,29,Completed
505,5/20/2023,CUST505,India,Male,37,Beauty,12,53,Completed
506,5/21/2023,CUST506,South Korea,Female,46,Beauty,10,107,Completed
507,5/22/2023,CUST507,Italy,Female,55,Beauty,7,160,Completed
508,5/23/2023,CUST508,Taiwan,Male,60,Clothing,9,133,Cancelled
509,5/24/2023,CUST509,Thailand,Female,61,Beauty,4,89,Completed
510,5/25/2023,CUST510,Poland,Male,18,Clothing,13,110,Completed
511,5/26/2023,CUST511,Vietnam,Female,47,Beauty,4,169,Completed
512,5/27/2023,CUST512,Italy,Female,18,Electronics,1,95,Completed
513,5/28/2023,CUST513,USA,Female,35,Electronics,8,69,Completed
514,5/29/2023,CUST514,Vietnam,Male,55,Clothing,14,156,Completed
515,5/30/2023,CUST515,Turkey,Female,43,Beauty,14,60,Completed
516,5/31/2023,CUST516,South Korea,Male,52,Clothing,12,94,Completed
517,6/1/2023,CUST517,Italy,Female,50,Clothing,3,43,Completed
518,6/2/2023,CUST518,Indonesia,Female,63,Beauty,7,132,Completed
519,6/3/2023,CUST519,Turkey,Male,26,Clothing,15,115,Completed
520,6/4/2023,CUST520,Indonesia,Male,55,Clothing,12,114,Completed
521,6/5/2023,CUST521,Germany,Male,43,Clothing,2,43,Completed
522,6/6/2023,CUST522,United Kingdom,Male,48,Electronics,2,63,Completed
523,6/7/2023,CUST523,Philippines,Male,64,Electronics,7,150,Completed
524,6/8/2023,CUST524,Indonesia,Female,33,Beauty,15,165,Completed
525,6/9/2023,CUST525,Taiwan,Female,52,Clothing,6,150,Completed
526,6/10/2023,CUST526,Philippines,Male,50,Clothing,3,82,Completed
527,6/11/2023,CUST527,Germany,Female,19,Clothing,9,172,Completed
528,6/12/2023,CUST528,India,Male,18,Clothing,10,85,Completed
529,6/13/2023,CUST529,Indonesia,Male,53,Electronics,15,151,Completed
530,6/14/2023,CUST530,France,Male,41,Electronics,14,129,Cancelled
531,6/15/2023,CUST531,Malaysia,Male,23,Clothing,13,25,Cancelled
532,6/16/2023,CUST532,United Kingdom,Male,37,Beauty,6,155,Completed
533,6/17/2023,CUST533,Indonesia,Male,61,Clothing,10,116,Completed
534,6/18/2023,CUST534,Bangladesh,Female,39,Electronics,10,137,Completed
535,6/19/2023,CUST535,United Kingdom,Female,25,Electronics,6,80,Completed
536,6/20/2023,CUST536,China,Female,18,Beauty,1,141,Completed
537,6/21/2023,CUST537,USA,Male,34,Electronics,4,158,Completed
538,6/22/2023,CUST538,USA,Female,41,Clothing,10,82,Completed
539,6/23/2023,CUST539,USA,Female,28,Clothing,6,68,Completed
540,6/24/2023,CUST540,India,Male,52,Clothing,15,85,Completed
541,6/25/2023,CUST541,South Korea,Male,21,Electronics,6,71,Completed
542,6/26/2023,CUST542,Indonesia,Female,45,Electronics,11,173,Completed
543,6/27/2023,CUST543,Philippines,Male,38,Electronics,12,104,Completed
544,6/28/2023,CUST544,Philippines,Male,48,Beauty,5,142,Completed
545,6/29/2023,CUST545,Philippines,Female,32,Electronics,1,171,Completed
546,6/30/2023,CUST546,Bangladesh,Female,51,Clothing,8,44,Completed
547,7/1/2023,CUST547,Philippines,Male,52,Beauty,5,170,Completed
548,7/2/2023,CUST548,Philippines,Female,37,Electronics,12,71,Completed
549,7/3/2023,CUST549,Taiwan,Male,33,Clothing,12,73,Completed
550,7/4/2023,CUST550,Turkey,Male,47,Beauty,12,38,Completed
551,7/5/2023,CUST551,Indonesia,Female,55,Electronics,5,167,Completed
552,7/6/2023,CUST552,Italy,Male,35,Clothing,7,25,Completed
553,7/7/2023,CUST553,Turkey,Male,18,Clothing,4,141,Completed
554,7/8/2023,CUST554,Japan,Male,31,Beauty,6,78,Completed
555,7/9/2023,CUST555,Germany,Female,37,Electronics,13,142,Completed
556,7/10/2023,CUST556,Turkey,Male,25,Clothing,4,27,Completed
557,7/11/2023,CUST557,Mexico,Female,37,Electronics,14,168,Completed
558,7/12/2023,CUST558,Germany,Female,48,Beauty,15,36,Completed
559,7/13/2023,CUST559,Malaysia,Female,63,Electronics,3,98,Completed
560,7/14/2023,CUST560,Taiwan,Male,28,Beauty,7,40,Completed
561,7/15/2023,CUST561,Malaysia,Female,56,Clothing,8,126,Completed
562,7/16/2023,CUST562,South Korea,Male,20,Clothing,4,141,Completed
563,7/17/2023,CUST563,Indonesia,Female,56,Clothing,13,32,Completed
564,7/18/2023,CUST564,USA,Male,43,Beauty,2,146,Completed
565,7/19/2023,CUST565,Philippines,Male,53,Beauty,12,116,Completed
566,7/20/2023,CUST566,Poland,Female,37,Clothing,10,114,Completed
567,7/21/2023,CUST567,Thailand,Male,64,Electronics,14,160,Completed
568,7/22/2023,CUST568,Bangladesh,Male,32,Beauty,3,84,Completed
569,7/23/2023,CUST569,Bangladesh,Male,24,Clothing,1,52,Completed
570,7/24/2023,CUST570,USA,Female,58,Clothing,8,125,Completed
571,7/25/2023,CUST571,United Kingdom,Female,38,Electronics,15,65,Completed
572,7/26/2023,CUST572,Malaysia,Male,54,Beauty,3,169,Cancelled
573,7/27/2023,CUST573,Japan,Male,34,Clothing,12,165,Completed
574,7/28/2023,CUST574,China,Female,50,Beauty,10,70,Cancelled
575,7/29/2023,CUST575,USA,Male,23,Clothing,7,59,Completed
576,7/30/2023,CUST576,India,Male,58,Beauty,10,158,Completed
577,7/31/2023,CUST577,Thailand,Male,44,Electronics,5,106,Completed
578,8/1/2023,CUST578,Germany,Female,20,Clothing,10,139,Completed
579,8/2/2023,CUST579,Brazil,Female,53,Clothing,5,71,Completed
580,8/3/2023,CUST580,United Kingdom,Male,26,Beauty,14,34,Completed
581,8/4/2023,CUST581,Philippines,Female,49,Beauty,7,80,Completed
582,8/5/2023,CUST582,South Korea,Male,61,Beauty,15,54,Completed
583,8/6/2023,CUST583,China,Male,34,Beauty,9,133,Completed
584,8/7/2023,CUST584,Turkey,Female,58,Clothing,12,29,Completed
585,8/8/2023,CUST585,USA,Male,57,Clothing,5,143,Completed
586,8/9/2023,CUST586,Thailand,Male,45,Beauty,1,57,Completed
587,8/10/2023,CUST587,Poland,Female,35,Electronics,10,142,Completed
588,8/11/2023,CUST588,Malaysia,Male,23,Electronics,10,89,Completed
589,8/12/2023,CUST589,Japan,Female,27,Beauty,1,170,Completed
590,8/13/2023,CUST590,Brazil,Male,64,Beauty,15,35,Completed
591,8/14/2023,CUST591,Brazil,Male,26,Electronics,2,109,Completed
592,8/15/2023,CUST592,France,Female,43,Beauty,14,50,Cancelled
593,8/16/2023,CUST593,Italy,Male,35,Beauty,6,87,Cancelled
594,8/17/2023,CUST594,Taiwan,Female,26,Beauty,9,110,Completed
595,8/18/2023,CUST595,Indonesia,Male,47,Electronics,8,83,Completed
596,8/19/2023,CUST596,Brazil,Male,22,Electronics,13,51,Completed
597,8/20/2023,CUST597,South Korea,Female,38,Beauty,5,122,Completed
598,8/21/2023,CUST598,Bangladesh,Male,20,Beauty,1,129,Completed
599,8/22/2023,CUST599,South Korea,Male,18,Clothing,13,123,Completed
600,8/23/2023,CUST600,Italy,Male,38,Electronics,7,153,Completed
601,8/24/2023,CUST601,France,Female,32,Beauty,15,173,Completed
602,8/25/2023,CUST602,Thailand,Male,27,Clothing,5,79,Completed
603,8/26/2023,CUST603,Bangladesh,Female,25,Clothing,6,30,Completed
604,8/27/2023,CUST604,France,Male,31,Clothing,13,119,Completed
605,8/28/2023,CUST605,Mexico,Male,26,Beauty,7,157,Cancelled
606,8/29/2023,CUST606,South Korea,Male,18,Electronics,3,126,Completed
607,8/30/2023,CUST607,Italy,Male,30,Electronics,12,27,Completed
608,8/31/2023,CUST608,United Kingdom,Female,59,Electronics,10,47,Completed
609,9/1/2023,CUST609,Japan,Male,45,Beauty,3,77,Completed
610,9/2/2023,CUST610,France,Female,57,Clothing,5,107,Completed
611,9/3/2023,CUST611,Vietnam,Female,56,Beauty,6,169,Completed
612,9/4/2023,CUST612,Japan,Female,31,Electronics,9,109,Completed
613,9/5/2023,CUST613,USA,Male,35,Beauty,13,102,Completed
614,9/6/2023,CUST614,France,Female,25,Clothing,14,134,Completed
615,9/7/2023,CUST615,France,Male,33,Clothing,12,25,Completed
616,9/8/2023,CUST616,South Korea,Female,25,Beauty,5,75,Completed
617,9/9/2023,CUST617,Japan,Male,23,Clothing,15,28,Completed
618,9/10/2023,CUST618,Philippines,Female,26,Clothing,1,137,Completed
619,9/11/2023,CUST619,Poland,Female,51,Beauty,14,56,Completed
620,9/12/2023,CUST620,France,Female,64,Clothing,14,58,Completed
621,9/13/2023,CUST621,India,Female,54,Electronics,14,116,Completed
622,9/14/2023,CUST622,Taiwan,Female,37,Beauty,4,119,Completed
623,9/15/2023,CUST623,China,Male,34,Beauty,5,96,Completed
624,9/16/2023,CUST624,Taiwan,Male,36,Electronics,12,63,Completed
625,9/17/2023,CUST625,France,Female,52,Electronics,10,142,Completed
626,9/18/2023,CUST626,United Kingdom,Female,64,Clothing,10,27,Completed
627,9/19/2023,CUST627,Indonesia,Male,31,Clothing,5,147,Completed
628,9/20/2023,CUST628,Mexico,Male,43,Beauty,7,74,Completed
629,9/21/2023,CUST629,Thailand,Female,52,Electronics,4,36,Completed
630,9/22/2023,CUST630,Philippines,Female,51,Electronics,1,78,Completed
631,9/23/2023,CUST631,South Korea,Male,43,Electronics,14,157,Completed
632,9/24/2023,CUST632,Vietnam,Male,42,Electronics,14,81,Completed
633,9/25/2023,CUST633,Thailand,Male,63,Beauty,5,169,Completed
634,9/26/2023,CUST634,Italy,Male,47,Beauty,7,136,Completed
635,9/27/2023,CUST635,Brazil,Female,60,Beauty,10,71,Completed
636,9/28/2023,CUST636,South Korea,Male,25,Clothing,10,175,Completed
637,9/29/2023,CUST637,Philippines,Female,34,Beauty,6,109,Completed
638,9/30/2023,CUST638,Turkey,Male,41,Clothing,5,166,Completed
639,10/1/2023,CUST639,Malaysia,Female,58,Beauty,4,90,Completed
640,10/2/2023,CUST640,India,Male,23,Beauty,2,99,Completed
641,10/3/2023,CUST641,Mexico,Female,31,Beauty,4,127,Completed
642,10/4/2023,CUST642,Thailand,Female,35,Beauty,15,62,Completed
643,10/5/2023,CUST643,Brazil,Female,42,Beauty,10,74,Completed
644,10/6/2023,CUST644,USA,Male,28,Clothing,10,122,Completed
645,10/7/2023,CUST645,Thailand,Female,52,Clothing,3,106,Completed
646,10/8/2023,CUST646,Mexico,Male,48,Beauty,10,54,Completed
647,10/9/2023,CUST647,Turkey,Male,45,Beauty,1,103,Completed
648,10/10/2023,CUST648,USA,Female,29,Beauty,8,115,Completed
649,10/11/2023,CUST649,Bangladesh,Male,44,Beauty,5,76,Completed
650,10/12/2023,CUST650,Malaysia,Male,37,Beauty,13,103,Completed
651,10/13/2023,CUST651,Vietnam,Male,31,Clothing,4,54,Completed
652,10/14/2023,CUST652,Philippines,Male,37,Electronics,8,130,Cancelled
653,10/15/2023,CUST653,Germany,Male,55,Clothing,7,75,Completed
654,10/16/2023,CUST654,Bangladesh,Male,26,Clothing,2,105,Completed
655,10/17/2023,CUST655,India,Female,51,Beauty,1,157,Completed
656,10/18/2023,CUST656,Malaysia,Male,26,Beauty,12,53,Completed
657,10/19/2023,CUST657,Taiwan,Female,59,Beauty,11,156,Cancelled
658,10/20/2023,CUST658,Indonesia,Female,23,Clothing,4,162,Completed
659,10/21/2023,CUST659,Malaysia,Female,49,Electronics,8,169,Completed
660,10/22/2023,CUST660,France,Female,25,Electronics,12,98,Completed
661,10/23/2023,CUST661,Thailand,Female,47,Electronics,2,41,Completed
662,10/24/2023,CUST662,Italy,Male,36,Beauty,3,108,Completed
663,10/25/2023,CUST663,China,Male,55,Clothing,12,93,Completed
664,10/26/2023,CUST664,USA,Male,55,Electronics,1,58,Completed
665,10/27/2023,CUST665,Japan,Male,26,Beauty,1,30,Completed
666,10/28/2023,CUST666,Turkey,Male,34,Clothing,13,77,Completed
